关联医院code,关联医院名称,院边店code,院边店名称,"A类：
（院内店、HIS）"
N-H035100,湛江崇爱康复医院,#N/A,北京同仁堂佛山连锁药店有限责任公司湛江赤坎分店,N
N-H035100,湛江崇爱康复医院,N-R128633,湛江天马大药房连锁有限公司百园分店,N
N-H035100,湛江崇爱康复医院,N-R069240,湛江大参林连锁药店有限公司百园分店,N
N-H035100,湛江崇爱康复医院,#N/A,湛江天马大药房连锁有限公司碧桂园店,N
N-H035100,湛江崇爱康复医院,#N/A,湛江天马大药房连锁有限公司华盛新城店,N
N-H035100,湛江崇爱康复医院,N-R072155,湛江大参林连锁药店有限公司海田分店,N
N-H035100,湛江崇爱康复医院,N-R129668,湛江天马大药房连锁有限公司百姓东分店,N
N-H035100,湛江崇爱康复医院,#N/A,湛江大参林连锁药店有限公司赤坎区华盛新城分店,N
N-H035100,湛江崇爱康复医院,N-R064749,湛江大参林连锁药店有限公司湾南分店,N
N-H035100,湛江崇爱康复医院,N-R045404,湛江大参林连锁药店有限公司百姓分店,N
N-H000885,佛山市中医院,N-R044234,佛山大参林连锁药店有限公司鸿运分店,N
N-H000885,佛山市中医院,#N/A,北京同仁堂佛山连锁药店有限责任公司汾江中路店,N
N-H000885,佛山市中医院,N-R135479,佛山大参林连锁药店有限公司禅城祖庙建设市场分店,N
N-H001037,河源市妇幼保健院,N-R044716,河源大参林药店有限公司龙川桐木岭分店,N
N-H001037,河源市妇幼保健院,#N/A,河源大参林药店有限公司龙川麻布岗龙江分店,N
N-H001037,河源市妇幼保健院,N-R044695,河源大参林药店有限公司龙川果园新村分店,N
N-H001037,河源市妇幼保健院,#N/A,河源大参林药店有限公司龙川家和分店,N
N-H001037,河源市妇幼保健院,N-R088713,河源大参林药店有限公司龙川林峰分店,N
N-H001148,桂林市人民医院,#N/A,广西大参林连锁药店有限公司桂林象山分店,N
N-H001148,桂林市人民医院,#N/A,广西鸿翔一心堂药业有限责任公司桂林市文明路店,N
N-H001148,桂林市人民医院,#N/A,广西鸿翔一心堂药业有限责任公司桂林市文明路二店,N
N-H001148,桂林市人民医院,N-R047355,广西桂中大药房连锁有限责任公司桂林民主路药店,N
N-H001148,桂林市人民医院,#N/A,广西健之佳药店连锁有限公司桂林中山中路分店,N
N-H001148,桂林市人民医院,#N/A,广西鸿翔一心堂药业有限责任公司桂林市三多路店,N
N-H001148,桂林市人民医院,#N/A,广西鸿翔一心堂药业有限责任公司桂林市安新洲二店,N
N-H001148,桂林市人民医院,N-R044349,广西大参林连锁药店有限公司桂林安新洲分店,N
N-H001148,桂林市人民医院,#N/A,广西健之佳药店连锁有限公司桂林乐群路分店,N
N-H001148,桂林市人民医院,N-R073468,广西大参林连锁药店有限公司桂林乐群路分店,N
N-H001148,桂林市人民医院,#N/A,广西鸿翔一心堂药业有限责任公司桂林市安新洲店,N
N-H001148,桂林市人民医院,#N/A,广西鸿翔一心堂药业有限责任公司桂林市中山中路店,N
N-H001147,桂林医学院附属医院,#N/A,广西健之佳药店连锁有限公司桂林乐群路分店,N
N-H001147,桂林医学院附属医院,#N/A,广西鸿翔一心堂药业有限责任公司桂林市三多路店,N
N-H001147,桂林医学院附属医院,#N/A,广西健之佳药店连锁有限公司桂林中山中路分店,N
N-H001147,桂林医学院附属医院,N-R073468,广西大参林连锁药店有限公司桂林乐群路分店,N
N-H001147,桂林医学院附属医院,#N/A,广西鸿翔一心堂药业有限责任公司桂林市文明路店,N
N-H001147,桂林医学院附属医院,#N/A,广西鸿翔一心堂药业有限责任公司桂林市中山中路二店,N
N-H041142,北海北医康复医院,N-R081613,广西大参林连锁药店有限公司北海新世纪分店,N
N-H041142,北海北医康复医院,#N/A,北海桂中大药房连锁有限责任公司和佳店,N
N-H041142,北海北医康复医院,#N/A,广西鸿翔一心堂药业有限责任公司北海贵阳路店,N
N-H041142,北海北医康复医院,#N/A,广西鸿翔一心堂药业有限责任公司北海市白金瀚宫分店,N
N-H041142,北海北医康复医院,N-R049087,广西大参林连锁药店有限公司北海贵阳路分店,N
N-H000892,佛山市第一人民医院中山大学附属佛山医院,N-R017468,佛山大参林连锁药店有限公司禅城岭南大道北分店,N
N-H000892,佛山市第一人民医院中山大学附属佛山医院,N-R100178,广东圆心恒金堂医药连锁有限公司佛一分店,N
N-H000892,佛山市第一人民医院中山大学附属佛山医院,N-R167240,佛山高济邦健医药连锁有限公司一院分店,N
N-H000892,佛山市第一人民医院中山大学附属佛山医院,N-R050279,佛山大参林连锁药店有限公司禅城东海国际分店,N
N-H000892,佛山市第一人民医院中山大学附属佛山医院,N-R113581,广州市海王星辰医药连锁有限公司佛山大道分公司,N
N-H000892,佛山市第一人民医院中山大学附属佛山医院,N-R121289,佛山市顺德区大参林药业有限公司乐从保利天环分店,N
N-H000892,佛山市第一人民医院中山大学附属佛山医院,N-R154396,广州市海王星辰医药连锁有限公司禅城万科健康药房,N
N-H000892,佛山市第一人民医院中山大学附属佛山医院,#N/A,佛山大参林连锁药店有限公司禅城金华分店,N
N-H000892,佛山市第一人民医院中山大学附属佛山医院,N-R072701,佛山大参林连锁药店有限公司玫瑰分店,N
N-H000892,佛山市第一人民医院中山大学附属佛山医院,N-R154519,广州市海王星辰医药连锁有限公司岭南隽庭健康药房,N
N-H000893,佛山市第二人民医院,#N/A,佛山高济邦健医药连锁有限公司福宁路分店,N
N-H000893,佛山市第二人民医院,N-R113615,广州市海王星辰医药连锁有限公司普君新城健康药房,N
N-H000893,佛山市第二人民医院,#N/A,北京同仁堂佛山连锁药店有限责任公司卫国路分店,N
N-H000893,佛山市第二人民医院,N-R113684,广州市海王星辰医药连锁有限公司岭南新天地健康药房,N
N-H000893,佛山市第二人民医院,N-R153409,广州市海王星辰医药连锁有限公司禅城岭南盛世健康药房,N
N-H000893,佛山市第二人民医院,N-R124158,佛山大参林连锁药店有限公司禅城祖庙岭南盛世分店,N
N-H027325,心晴门诊（广州）有限公司,N-R137717,广东大参林柏康连锁药店有限公司第一万五千七百零八分店,N
N-H027325,心晴门诊（广州）有限公司,N-R044494,大参林医药集团股份有限公司花蕾分店,N
N-H027325,心晴门诊（广州）有限公司,N-R113661,广州市海王星辰医药连锁有限公司浣南中街健康药房,N
N-H027325,心晴门诊（广州）有限公司,N-R044464,大参林医药集团股份有限公司第一千六百一十一分店,N
N-H037086,广州慈桦医院有限公司,N-R117699,广州市海王星辰医药连锁有限公司芳和中环健康药房,N
N-H037086,广州慈桦医院有限公司,N-R044498,大参林医药集团股份有限公司浣花西分店,N
N-H037086,广州慈桦医院有限公司,N-R044475,大参林医药集团股份有限公司芳和分店,N
N-H019137,广州中医药大学金沙洲医院,N-R113687,广州市海王星辰医药连锁有限公司沙凤健康药房,N
N-H019137,广州中医药大学金沙洲医院,N-R135413,广东润和医药连锁有限公司广州金沙洲分店,N
N-H019137,广州中医药大学金沙洲医院,N-R129900,广东大参林柏康连锁药店有限公司第一万三千八百零二分店,N
N-H019137,广州中医药大学金沙洲医院,N-R129891,广东大参林柏康连锁药店有限公司第一万四千零二十五分店,N
N-H001849,湘西土家族苗族自治州人民医院,N-R169974,湖南老百姓怀仁药房连锁有限公司吉首世纪山水店,N
N-H001849,湘西土家族苗族自治州人民医院,N-R045925,益丰大药房连锁股份有限公司吉首世纪大道店,N
N-H001849,湘西土家族苗族自治州人民医院,#N/A,湖南达嘉维康医药产业股份有限公司吉首建新路分店,N
N-H001849,湘西土家族苗族自治州人民医院,N-R169951,湖南老百姓怀仁药房连锁有限公司吉首新城中城店,N
N-H001849,湘西土家族苗族自治州人民医院,N-R128606,益丰大药房连锁股份有限公司吉首人民南路店,N
N-H001849,湘西土家族苗族自治州人民医院,#N/A,湖南老百姓怀仁药房连锁有限公司吉首和一店,N
N-H001849,湘西土家族苗族自治州人民医院,#N/A,湖南老百姓怀仁药房连锁有限公司吉首八月楼店,N
N-H001849,湘西土家族苗族自治州人民医院,N-R063114,益丰大药房连锁股份有限公司吉首砖瓦厂店,N
N-H001849,湘西土家族苗族自治州人民医院,#N/A,湖南老百姓怀仁药房连锁有限公司吉首漩潭店,N
N-H001849,湘西土家族苗族自治州人民医院,#N/A,益丰大药房连锁股份有限公司吉首漩潭路店,N
N-H001849,湘西土家族苗族自治州人民医院,#N/A,益丰大药房连锁股份有限公司吉首文心路店,N
N-H001849,湘西土家族苗族自治州人民医院,#N/A,湖南老百姓怀仁药房连锁有限公司吉首世纪广场店,N
N-H001849,湘西土家族苗族自治州人民医院,#N/A,湖南老百姓怀仁药房连锁有限公司吉首湘州阳光东门店,N
N-H001849,湘西土家族苗族自治州人民医院,#N/A,湖南老百姓怀仁药房连锁有限公司吉首团结路店,N
N-H011785,鄂州市中心医院,#N/A,湖北益丰大药房连锁有限公司鄂州官柳小区分店,N
N-H011785,鄂州市中心医院,N-R091532,大参林（湖北）药业连锁有限公司明塘店,N
N-H011785,鄂州市中心医院,#N/A,湖北省昌盛大药房连锁有限公司飞鹅新天地店,N
N-H011785,鄂州市中心医院,N-R117255,大参林（湖北）药业连锁有限公司隆泰店,N
N-H011785,鄂州市中心医院,#N/A,湖北益丰大药房连锁有限公司鄂州飞鹅广场分店,N
N-H011785,鄂州市中心医院,N-R090178,大参林（湖北）药业连锁有限公司体育场店,N
N-H011785,鄂州市中心医院,N-R091531,大参林（湖北）药业连锁有限公司东方红小学店,N
N-H011785,鄂州市中心医院,#N/A,湖北益丰爱尔康药房连锁有限公司熊家巷分店,N
N-H011785,鄂州市中心医院,#N/A,湖北益丰大药房连锁有限公司鄂州熊家巷分店,N
N-H011785,鄂州市中心医院,N-R097604,大参林（湖北）药业连锁有限公司小西门店,N
N-H011785,鄂州市中心医院,N-R105741,大参林（湖北）药业连锁有限公司雨台山店,N
N-H011785,鄂州市中心医院,#N/A,大参林（湖北）药业连锁有限公司鄂州飞鹅步行街店,N
N-H011785,鄂州市中心医院,N-R119236,大参林（湖北）药业连锁有限公司南浦北路店,N
N-H011785,鄂州市中心医院,N-R117277,大参林（湖北）药业连锁有限公司官柳店,N
N-H011785,鄂州市中心医院,#N/A,湖北益丰大药房连锁有限公司鄂州十字街菜场店,N
N-H011785,鄂州市中心医院,N-R111285,大参林（湖北）药业连锁有限公司武昌大道二店,N
N-H001826,湖南中医药大学第一附属医院,N-R154096,湖南海王星辰健康药房连锁有限公司长沙华翼府分店,N
N-H001826,湖南中医药大学第一附属医院,#N/A,益丰大药房连锁股份有限公司长沙砂子塘店,N
N-H001826,湖南中医药大学第一附属医院,N-R029438,益丰大药房连锁股份有限公司长沙井坡子分店,N
N-H001826,湖南中医药大学第一附属医院,#N/A,益丰大药房连锁股份有限公司长沙牛角塘店,N
N-H001826,湖南中医药大学第一附属医院,N-R155436,湖南九芝堂零售连锁有限公司砂子塘药店,N
N-H001826,湖南中医药大学第一附属医院,#N/A,益丰大药房连锁股份有限公司长沙东塘北店,N
N-H001826,湖南中医药大学第一附属医院,#N/A,益丰大药房连锁股份有限公司长沙万博汇店,N
N-H001826,湖南中医药大学第一附属医院,#N/A,益丰大药房连锁股份有限公司长沙韶山北路店,N
N-H001826,湖南中医药大学第一附属医院,#N/A,湖南千金大药房连锁有限公司曙光中路连锁店,N
N-H028365,湘雅常德医院,#N/A,益丰大药房连锁股份有限公司常德龙湖双珑原著店,N
N-H001839,湖南省肿瘤医院,#N/A,益丰大药房连锁股份有限公司长沙润泽园店,N
N-H001839,湖南省肿瘤医院,N-R130087,益丰大药房连锁股份有限公司长沙谷丰路店,N
N-H001839,湖南省肿瘤医院,N-R046206,益丰大药房连锁股份有限公司长沙湘仪路分店,N
N-H001839,湖南省肿瘤医院,N-R163827,湖南九芝堂零售连锁有限公司谷丰南路药店,N
N-H001839,湖南省肿瘤医院,N-R153716,湖南海王星辰健康药房连锁有限公司长沙咸嘉新村分店,N
N-H001839,湖南省肿瘤医院,#N/A,湖南千金大药房连锁有限公司咸嘉新村连锁店,N
N-H001839,湖南省肿瘤医院,#N/A,益丰大药房连锁股份有限公司长沙枫林二路店,N
N-H001839,湖南省肿瘤医院,#N/A,湖南千金大药房连锁有限公司枫林路连锁店,N
N-H001858,邵阳学院附属第一医院,#N/A,益丰大药房连锁股份有限公司邵阳大汉步行街店,N
N-H001858,邵阳学院附属第一医院,N-R028705,益丰大药房连锁股份有限公司邵阳昭陵西路分店,N
